Id,IdEntidade,IdPosto
76C03AF0-1168-42B5-8A31-ABEA011D13B6,3653AF9E-3E5B-4703-9031-ABEA0094AE92,6604EF36-5513-445C-86CF-A6F7C15CD5DE
CCE29888-217A-4D84-A65F-ABEA011DF7F1,BC2D2C15-C01E-4ABC-AF08-ABEA00950EE0,6604EF36-5513-445C-86CF-A6F7C15CD5DE
38FAF702-3D75-4765-9220-ABEA011F9C2E,E50B434F-7E22-4F85-B587-ABEA009595A1,6604EF36-5513-445C-86CF-A6F7C15CD5DE
2C6782EF-F127-4FAC-A572-ABEA01217702,E120DF52-423B-4354-B454-ABEA009624BD,6604EF36-5513-445C-86CF-A6F7C15CD5DE
AD237F2D-00D5-47ED-8184-B01801044E59,77056833-09DB-4A1D-A658-ABEA009340D6,5CD12206-6AE1-4F13-AE76-F92BD1657203
4A08AE23-E051-4582-A932-ABEC009BDA4E,19514977-0301-4D2C-AC0A-ABEC009BA873,6604EF36-5513-445C-86CF-A6F7C15CD5DE
BF4C3E1F-5E91-454B-9A9C-ABEC009BDA51,19514977-0301-4D2C-AC0A-ABEC009BA873,5CD12206-6AE1-4F13-AE76-F92BD1657203
A8804F41-22EB-4447-844E-ABEC009BDA2B,19514977-0301-4D2C-AC0A-ABEC009BA873,FA6A4633-B6CD-4533-A8B9-E40E20325562
AEC63D72-6D8A-40EA-AA9E-AC560090459E,C2BAADFA-BBE3-4E75-ADA0-AC5600900E85,6604EF36-5513-445C-86CF-A6F7C15CD5DE
FE8EB571-6A92-4C6E-870B-AC5600904595,C2BAADFA-BBE3-4E75-ADA0-AC5600900E85,FA6A4633-B6CD-4533-A8B9-E40E20325562
CBF4AD25-FE02-4C68-932C-AC56009045A3,C2BAADFA-BBE3-4E75-ADA0-AC5600900E85,5CD12206-6AE1-4F13-AE76-F92BD1657203
2550B7D7-5FCB-48F4-9331-ACD901183E86,9297B2ED-CBF4-4472-B403-ACD90116FCA8,6604EF36-5513-445C-86CF-A6F7C15CD5DE
EA620B51-1323-4C80-80E2-ACD90118B835,B45AFF99-F5B2-493E-B852-ACB4010D50D0,6604EF36-5513-445C-86CF-A6F7C15CD5DE
33A8F714-57BF-419F-94AB-ACDA00FEFAB8,34ADAF9F-4C64-4EDE-8C9E-ACD901174860,6604EF36-5513-445C-86CF-A6F7C15CD5DE
3B7C6C72-ED6E-46DE-8E7D-AF9600DDF183,5CADCE18-B41F-4EBF-9D57-AF0F00B64C4C,6604EF36-5513-445C-86CF-A6F7C15CD5DE
B0F4ADB9-9635-46AA-B549-B12D00BB5E53,0296202D-6709-4C81-883C-AF5800E1F57A,6604EF36-5513-445C-86CF-A6F7C15CD5DE
8854B36E-B1AC-4403-88BD-AD4100B451DB,219BF4A6-114D-4AE3-BB8C-AD4100B38A42,5CD12206-6AE1-4F13-AE76-F92BD1657203
2265A30A-3AA0-4E31-AE25-AD4E00C9F750,D28373D2-E4F5-451F-B47F-AD4E00C93356,5CD12206-6AE1-4F13-AE76-F92BD1657203
1EC4F49C-B1B6-4301-9CCF-AFAA00FB1660,F1B35480-F2E7-4A69-89F7-AFAA00FAFBD9,FA6A4633-B6CD-4533-A8B9-E40E20325562
185B718E-6C6B-4D38-993C-AD97007E17D0,77056833-09DB-4A1D-A658-ABEA009340D6,FA6A4633-B6CD-4533-A8B9-E40E20325562
A19E6303-2ABD-41A6-811F-AFAA00FB1666,F1B35480-F2E7-4A69-89F7-AFAA00FAFBD9,5CD12206-6AE1-4F13-AE76-F92BD1657203
625306E2-68F8-4738-BAE3-ADD100AB128B,F0F712E3-DCC3-46E9-9BE5-ADD100AAF124,5CD12206-6AE1-4F13-AE76-F92BD1657203
6DF442B5-9AA8-495A-BBA9-ADD100AB1287,F0F712E3-DCC3-46E9-9BE5-ADD100AAF124,6604EF36-5513-445C-86CF-A6F7C15CD5DE
AD372994-FBD0-4EA9-AC80-ADD100AB127D,F0F712E3-DCC3-46E9-9BE5-ADD100AAF124,FA6A4633-B6CD-4533-A8B9-E40E20325562
4F7698FE-7ED4-4956-839F-ADDF00D0779F,ED31FFDF-8502-4D7C-82C1-ADDF00CF6CB9,6604EF36-5513-445C-86CF-A6F7C15CD5DE
365702B8-67C4-4FD3-941A-ADDF00D0779B,ED31FFDF-8502-4D7C-82C1-ADDF00CF6CB9,FA6A4633-B6CD-4533-A8B9-E40E20325562
47D633E8-4411-408F-BD70-ADDF00D077A4,ED31FFDF-8502-4D7C-82C1-ADDF00CF6CB9,5CD12206-6AE1-4F13-AE76-F92BD1657203
B81983A7-F5FF-40CF-B7B0-ADF10089EC92,914328C9-2F76-4C2E-BA9B-ADF100896280,6604EF36-5513-445C-86CF-A6F7C15CD5DE
9245751E-72BF-4BA3-9FD9-AFB700B34EFD,3759DEBC-88DB-457D-99D5-AFB700B293B0,5CD12206-6AE1-4F13-AE76-F92BD1657203
4AB950F1-B196-4273-8251-AFB700B34EF9,3759DEBC-88DB-457D-99D5-AFB700B293B0,6604EF36-5513-445C-86CF-A6F7C15CD5DE
CD002336-694A-4CC1-A537-AFB700B34EF4,3759DEBC-88DB-457D-99D5-AFB700B293B0,FA6A4633-B6CD-4533-A8B9-E40E20325562
31E5FC30-530A-44B8-BC0B-AE0100C9AC6D,E120DF52-423B-4354-B454-ABEA009624BD,5CD12206-6AE1-4F13-AE76-F92BD1657203
49366930-7907-4154-872E-AE0100C9AC64,E120DF52-423B-4354-B454-ABEA009624BD,FA6A4633-B6CD-4533-A8B9-E40E20325562
004B9FF3-5ED4-4069-BDD5-B13E00EEB9A1,E1AAEFC3-FBBD-4E9A-A385-B13E00EE06BD,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
27E1D981-44D9-4FF3-861F-B09E00B88502,DA48B222-7E79-43A9-870B-B09E00B837A4,6604EF36-5513-445C-86CF-A6F7C15CD5DE
E21163D5-ABA2-488D-AE1A-AE9B009E2CA1,239E1367-FFCE-41E1-A009-AE9B009E0F43,FA6A4633-B6CD-4533-A8B9-E40E20325562
89909169-02AF-4B36-9C36-AE9B009E2CB0,239E1367-FFCE-41E1-A009-AE9B009E0F43,6604EF36-5513-445C-86CF-A6F7C15CD5DE
C7853774-8F69-43EE-9704-AE9B009E2CB4,239E1367-FFCE-41E1-A009-AE9B009E0F43,5CD12206-6AE1-4F13-AE76-F92BD1657203
F94EC686-8B6A-424D-8B7C-AFCE009A914A,02F8CFA3-B364-41A0-9F39-ADFE00984FD3,5CD12206-6AE1-4F13-AE76-F92BD1657203
AFC06C98-8824-40CA-B9A4-AFCE00BA834A,AFEC2E84-4C32-4F2A-9C6E-AF0F00B7050D,5CD12206-6AE1-4F13-AE76-F92BD1657203
CC555F5A-2516-483C-9C5C-AFCE00DF2C97,45677C00-DAF2-462B-9418-AC8500AF4498,6604EF36-5513-445C-86CF-A6F7C15CD5DE
156C014A-BBCD-4D67-A194-AEC400E97920,219BF4A6-114D-4AE3-BB8C-AD4100B38A42,6604EF36-5513-445C-86CF-A6F7C15CD5DE
34473030-5448-4A10-A35F-B164009E2004,4C85344A-EA33-44BD-BEE0-B16200DCEE5E,5CD12206-6AE1-4F13-AE76-F92BD1657203
A9D4FA1C-1DFE-471F-9EBC-AF8E00F4313C,3EE99FAA-A12E-44A3-9A7C-AF8E00F389AE,FA6A4633-B6CD-4533-A8B9-E40E20325562
F42F2CE2-AFAD-403B-84A9-AF8E00F43140,3EE99FAA-A12E-44A3-9A7C-AF8E00F389AE,5CD12206-6AE1-4F13-AE76-F92BD1657203
C436CF6D-D8C4-443F-B3FB-AF8E00F43140,3EE99FAA-A12E-44A3-9A7C-AF8E00F389AE,6604EF36-5513-445C-86CF-A6F7C15CD5DE
422E6683-581B-4708-AAE3-B133008544AD,23B0747C-5313-4677-A36B-B125014274EC,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
5B785406-AF9A-4FD4-BC1E-AFFF00DA07B1,52240377-AD8F-4D76-84D0-AFFF00D9D806,6604EF36-5513-445C-86CF-A6F7C15CD5DE
FF2001E3-262E-4A71-B1E0-B09E00BBBEC1,D686086B-2018-4348-9009-B09E00B5A35C,6604EF36-5513-445C-86CF-A6F7C15CD5DE
5080067E-10A5-40D8-A84A-B0A000C2E288,A63942D1-A79B-430F-AD28-B0A000C2BEE3,5CD12206-6AE1-4F13-AE76-F92BD1657203
DC30A2CF-585E-4F10-81C8-B13300857CFC,74FD4B5B-1500-494D-8E4A-B122009C114F,11611EE2-E370-4B20-AE0D-E4912226FC97
5FB4677A-28DB-40DD-9F25-B03200769906,52240377-AD8F-4D76-84D0-AFFF00D9D806,5CD12206-6AE1-4F13-AE76-F92BD1657203
D368C661-2ACE-4996-A264-B05300CA6A71,5CADCE18-B41F-4EBF-9D57-AF0F00B64C4C,5CD12206-6AE1-4F13-AE76-F92BD1657203
4065DF47-5C21-4582-A632-B13400E45751,A63942D1-A79B-430F-AD28-B0A000C2BEE3,6604EF36-5513-445C-86CF-A6F7C15CD5DE
57324882-E00A-4869-B77B-B13500824097,74FD4B5B-1500-494D-8E4A-B122009C114F,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
335789D0-FB69-45D6-A432-B0DE00B4EDCD,AFEC2E84-4C32-4F2A-9C6E-AF0F00B7050D,FA6A4633-B6CD-4533-A8B9-E40E20325562
8A06C400-4091-4790-9D76-B0DE00B4EDBA,AFEC2E84-4C32-4F2A-9C6E-AF0F00B7050D,6604EF36-5513-445C-86CF-A6F7C15CD5DE
93127375-83C1-4D82-9935-B0E1008C10FB,98BEA7E7-FCAB-4F4E-9553-B0E00105DFD4,6604EF36-5513-445C-86CF-A6F7C15CD5DE
30049C8D-F30D-42B8-825C-B0E4008497FB,E535D1B5-9A38-4CFC-B2DB-B0E40084882E,6604EF36-5513-445C-86CF-A6F7C15CD5DE
4BB4CF63-1AD3-438B-A628-B0E4008497FB,E535D1B5-9A38-4CFC-B2DB-B0E40084882E,5CD12206-6AE1-4F13-AE76-F92BD1657203
FBE2CEC2-9F21-4B22-9A2F-B0E4008497F6,E535D1B5-9A38-4CFC-B2DB-B0E40084882E,FA6A4633-B6CD-4533-A8B9-E40E20325562
5CBCFBDC-F8A4-47E2-A635-B0EE00FBEC7F,E3015664-A6FC-4C0D-A8C6-B0EE00FB8CCE,5CD12206-6AE1-4F13-AE76-F92BD1657203
02A2ED92-D492-4652-8BBB-B0F400B4083E,E3015664-A6FC-4C0D-A8C6-B0EE00FB8CCE,6604EF36-5513-445C-86CF-A6F7C15CD5DE
917811DA-78E8-467E-93B1-B137009D75E7,F03895F8-5760-4A00-AD57-B137009C3DEE,6604EF36-5513-445C-86CF-A6F7C15CD5DE
7D94DC00-B74E-4AD1-9A4F-B0FD0090F051,427A6A7A-84BF-4750-A8F0-B0FC0123BF5A,6604EF36-5513-445C-86CF-A6F7C15CD5DE
02B80E4A-E711-4CEA-93D1-B10D008FC8A5,1D365921-A708-441F-BB51-B10D008F86EA,5CD12206-6AE1-4F13-AE76-F92BD1657203
255D4EA4-5DFC-4675-B5ED-B10D008FC8A0,1D365921-A708-441F-BB51-B10D008F86EA,FA6A4633-B6CD-4533-A8B9-E40E20325562
056AE09E-8520-4A01-8535-B10D008FC8A5,1D365921-A708-441F-BB51-B10D008F86EA,6604EF36-5513-445C-86CF-A6F7C15CD5DE
92D04C35-614A-4070-9B0D-B10F0081C718,E7429DDD-A9DF-46C8-BB9B-B10F0081B4E5,11611EE2-E370-4B20-AE0D-E4912226FC97
138D0E96-94CA-45F4-9583-B10F00827DF2,3B286D76-A800-44CA-991B-B10F00826DE7,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
C8B5BDCB-F646-47E1-89B0-B10F0083F3AD,973273B2-A3FE-4DB5-B6AD-B10F0083BA0A,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
18954D82-D1B3-4C7D-9B60-B10F00848083,EE0D5A4F-3829-4BE0-8056-B10F00844335,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
B654FF63-E72C-4E79-82AA-B110009643F1,AFEC2E84-4C32-4F2A-9C6E-AF0F00B7050D,11611EE2-E370-4B20-AE0D-E4912226FC97
233D00AA-C9ED-4855-B0B9-B1170085E0DE,077D5A7D-49DD-4DC7-B3C0-B11700849D8B,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
1F18F4CE-050F-46EB-81E4-B1170085E0DE,077D5A7D-49DD-4DC7-B3C0-B11700849D8B,11611EE2-E370-4B20-AE0D-E4912226FC97
CAC03726-D084-43DC-B2F8-B1170085E0D9,077D5A7D-49DD-4DC7-B3C0-B11700849D8B,FA6A4633-B6CD-4533-A8B9-E40E20325562
6F023940-7FFF-41D0-B7BF-B1170085E0DE,077D5A7D-49DD-4DC7-B3C0-B11700849D8B,6604EF36-5513-445C-86CF-A6F7C15CD5DE
CBC6A4D4-3457-4AB9-8D0E-B1170085E0DE,077D5A7D-49DD-4DC7-B3C0-B11700849D8B,5CD12206-6AE1-4F13-AE76-F92BD1657203
2059225D-A847-489E-8CB6-B117009783B4,7F92F4C6-C207-4DE2-AF5E-B11700976D4E,11611EE2-E370-4B20-AE0D-E4912226FC97
42EEE98C-F993-4721-88E5-B117009783B0,7F92F4C6-C207-4DE2-AF5E-B11700976D4E,FA6A4633-B6CD-4533-A8B9-E40E20325562
309319AC-FCA0-4B04-8EC6-B117009783B0,7F92F4C6-C207-4DE2-AF5E-B11700976D4E,5CD12206-6AE1-4F13-AE76-F92BD1657203
8027A5FE-D8E9-4EBF-9884-B117009783B0,7F92F4C6-C207-4DE2-AF5E-B11700976D4E,6604EF36-5513-445C-86CF-A6F7C15CD5DE
2685B523-7143-4EB3-A6DD-B117009783B4,7F92F4C6-C207-4DE2-AF5E-B11700976D4E,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
58570607-DAF3-4B46-8670-B146008440E6,23B0747C-5313-4677-A36B-B125014274EC,11611EE2-E370-4B20-AE0D-E4912226FC97
F05E4E5B-7BA0-4F52-88DD-B122009C7489,74FD4B5B-1500-494D-8E4A-B122009C114F,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
55756865-5F46-4454-9839-B12200EE3DA1,4E60D871-20E4-4CF4-A577-AEAC00A4DCEB,FA6A4633-B6CD-4533-A8B9-E40E20325562
32148960-A688-4DF5-B214-B12200EE3DA5,4E60D871-20E4-4CF4-A577-AEAC00A4DCEB,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
53647283-C62F-4C08-A17C-B12200EE3DA5,4E60D871-20E4-4CF4-A577-AEAC00A4DCEB,11611EE2-E370-4B20-AE0D-E4912226FC97
CB901E85-9C5A-405A-923C-B135008A257F,74FD4B5B-1500-494D-8E4A-B122009C114F,5CD12206-6AE1-4F13-AE76-F92BD1657203
27F90F0D-E52C-441E-B2C8-B13500B05FCE,74FD4B5B-1500-494D-8E4A-B122009C114F,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
3B644AC7-9792-4F60-B83A-B15400B25E46,28B9A562-C134-4255-8DF8-B15400B24522,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
4D1320C7-2B5E-4F6C-A043-B15400B25E41,28B9A562-C134-4255-8DF8-B15400B24522,11611EE2-E370-4B20-AE0D-E4912226FC97
8918D456-0404-42A3-AB1D-B15700BFCC24,E1AAEFC3-FBBD-4E9A-A385-B13E00EE06BD,11611EE2-E370-4B20-AE0D-E4912226FC97
ADAAD322-52D6-44BC-A87F-B15E00A03C26,23B0747C-5313-4677-A36B-B125014274EC,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
63C2410D-8F7B-4AC5-8C34-B16200E95DB8,4C85344A-EA33-44BD-BEE0-B16200DCEE5E,F4486ECF-648E-4EEF-A3C2-4BEDAAFD0ACD
6117C62D-021D-4DD4-869B-B168009C9BE9,6F7F7DBB-1405-45ED-A71C-B16200E4553F,6604EF36-5513-445C-86CF-A6F7C15CD5DE
16D417BC-02F4-4F77-8BB1-ABAF00D3E6D9,7067F622-72DA-4B04-AFC4-ABAF00D3D1B3,FA6A4633-B6CD-4533-A8B9-E40E20325562
66BE54D1-F0AA-451F-9604-ABAF00D3E6E0,7067F622-72DA-4B04-AFC4-ABAF00D3D1B3,6604EF36-5513-445C-86CF-A6F7C15CD5DE
3D5B05A0-CCA8-4224-A0BF-ABAF00D3E6E3,7067F622-72DA-4B04-AFC4-ABAF00D3D1B3,5CD12206-6AE1-4F13-AE76-F92BD1657203
2ACCF04B-C946-43DF-B97D-AFCE00DD4D6A,E5546CDE-30DD-45FA-81B0-AE530103AF18,6604EF36-5513-445C-86CF-A6F7C15CD5DE
55806EEF-8842-42EA-AECE-AFF000E04B8F,57202F6F-C901-48E0-AB54-AFEF00A7F4E0,6604EF36-5513-445C-86CF-A6F7C15CD5DE
2A27D30E-7D5A-4461-973A-AFCE00DE56C5,926C0A73-F114-4251-AB2F-ADEC0106254E,6604EF36-5513-445C-86CF-A6F7C15CD5DE
