Id,IdEntidade,Idproduto,CodigoProdutoFornecedor,IdPosto
08ED0933-5C37-479A-A051-A60A011BD8BE,5819D25F-5F5F-461F-A9B3-1FD0DEB788D9,BE2F7FC5-B572-4D21-8628-F1763C4CBED6,ODMBA,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
6EF0A364-A4EF-447F-AFFB-A60C01111091,2010736B-DD26-41D2-B1C0-A39201189553,64055678-27FE-4677-8B83-A60C010D9D6F,000000000000419128,,
2DC996A8-03E9-4888-9269-A60C01111098,2010736B-DD26-41D2-B1C0-A39201189553,B711CA91-A1A0-4BA4-9FD9-A60C010E1048,000000000012250980,,
D7C038B2-21E1-4D4B-9E2E-A613011FB457,D0F89618-D3C2-4A2C-A1C5-2264C6F6A38F,1D995717-0BCA-4780-809E-1A2778F0847B,002944,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
C42D3751-F202-44BB-821A-A61A0089DA54,5819D25F-5F5F-461F-A9B3-1FD0DEB788D9,89CFDF70-3CAB-4AC9-AEA7-A8C0031F819E,OB10A,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
87DFE34B-AAD4-4A2D-8C19-A61E00EF5E53,C31FBD00-820C-40F2-878B-A4BB008E79A6,5AA743FB-6DE2-40EC-8C78-A5CB00A18A4F,41843,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
AF556A14-97F0-45C8-8B19-A61E00EF5E5E,C31FBD00-820C-40F2-878B-A4BB008E79A6,A8AD621A-D812-4953-A2E3-A5C30113F67C,1001281,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
3A18C386-B619-4E6A-9D61-A61E01026E38,A47742D3-ADC3-4FDF-9F4C-E28C2BB49291,CE406B60-F611-46E6-8040-A5FE0092B0A2,0000000009,,
E761C8E7-B485-48BF-A2C1-A61E01026E3E,A47742D3-ADC3-4FDF-9F4C-E28C2BB49291,CE406B60-F611-46E6-8040-A5FE0092B0A2,0000000455,,
1676E0EB-AEC7-475F-B683-A62E01054F83,B988A3BC-1FB4-4132-B768-A50800F71271,E165678A-5514-4706-814C-A2EE01029998,SP-1005,,
43270EF3-D7AD-41DE-884D-A639010C92B4,C31FBD00-820C-40F2-878B-A4BB008E79A6,B3180E30-F783-40BB-AD0A-A5E300D74846,15833,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
A577C1A4-A224-440D-B26B-A639010C92BA,C31FBD00-820C-40F2-878B-A4BB008E79A6,9D294EDA-81C8-4066-BCA7-A37600AF9005,26529,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
119FB0E7-F75D-4EB6-84D5-A639010C92C1,C31FBD00-820C-40F2-878B-A4BB008E79A6,9D294EDA-81C8-4066-BCA7-A37600AF9005,217453,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
95DE5077-0588-4554-98E8-A639010C92C7,C31FBD00-820C-40F2-878B-A4BB008E79A6,B51C5D17-057F-41A9-A785-A5A60109575E,1000529,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
03AE6788-9EEA-44D1-8647-A639010C92D0,C31FBD00-820C-40F2-878B-A4BB008E79A6,A5F1E263-A000-4FF8-BB25-A5910117AAFD,1001168,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
4A8705B4-0DD3-4336-9C63-A639010C92E3,C31FBD00-820C-40F2-878B-A4BB008E79A6,831070B8-DCA1-41AA-9006-A639010B1B8C,2000487,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
2774B5EE-AECD-4E51-AAAE-A63D009D6705,42F48379-FDDC-42EF-B30A-A63D009D26BE,7E79111C-28E6-448D-9D27-A63D009BE6C9,03663,,
8C400550-EC11-4091-917E-A63D009EF851,B988A3BC-1FB4-4132-B768-A50800F71271,6DE82333-111B-434D-A9AD-A63D009E8968,SP552,,
7D65253F-0844-449E-911B-A63D011B970B,4EFB4B2D-CA8E-4F57-801D-8D84FBA80378,41DB1343-5F48-45A2-BA57-A63D011B0F14,4598,,
B1CF6014-006D-4AEF-A819-A64100F34070,855F258B-8237-4C19-AF02-C985607CF2C3,07E10639-60B9-4378-98B6-A559010397C6,27,,
03228ED6-8E89-41A8-8F70-A64100F34078,855F258B-8237-4C19-AF02-C985607CF2C3,9DD5399B-9EF3-4FD2-97FD-A1437858D506,1085,,
D353C90A-C503-4EA3-A131-A64101133762,3E0F43C4-462B-49E9-9224-A5710121BF72,FC43B928-90EF-4512-82A2-A5E80098F704,108,,
C0DA2B92-B1FD-4DE3-AB66-A64101133775,3E0F43C4-462B-49E9-9224-A5710121BF72,A18F0D14-9B38-42D2-8688-A5E8009593D9,596,,
764D4B70-D7A9-4F33-B5EF-A64101133781,3E0F43C4-462B-49E9-9224-A5710121BF72,A18F0D14-9B38-42D2-8688-A5E8009593D9,109,,
FD4B1449-CC07-4861-B18A-A64101133788,3E0F43C4-462B-49E9-9224-A5710121BF72,3C859CD9-1739-4396-899B-A5E800A18080,5217,,
C7C07B44-A429-4AD5-B0A2-A65501237EB8,98C0419A-4F66-48E7-BC87-A412009C0BB9,DEB66A64-F1A5-4B8C-AE5B-A65501228E1D,8637,,
D33FA78B-B564-4812-8120-A65700CBE9D9,382158FE-2006-4675-A345-29B09CBE5024,FA2F05EB-169E-4BAE-B787-A65700C9F19A,60,,
0A2EA0B8-2EB9-4A76-939A-A65C00EB99FF,98C0419A-4F66-48E7-BC87-A412009C0BB9,4A8DA961-D663-4F9A-9461-A65C00E9CB1E,6749,,
CD842B7D-AD8B-48C6-839F-A65C00EB9A11,98C0419A-4F66-48E7-BC87-A412009C0BB9,2DE54697-43F8-453B-974B-A65C00EB3760,6750,,
206712F6-0353-4431-8A2F-A65C00EB9A1F,98C0419A-4F66-48E7-BC87-A412009C0BB9,4C345074-D491-412C-8E4F-A65C00EB6F79,6751,,
1750C54F-0389-4EBF-AFEB-A65C00FB27BA,81B03003-78B4-49D3-8CF6-A65C00F4A88C,0058752F-23C1-420A-94B4-A65C00F37749,IND-0153,,
7AC03483-7C51-47A7-A53B-A65D0114B99D,16F2CD5F-919E-4B00-A7E0-A39600A0845B,DCBE82CB-D940-4A78-9711-A65D01123DAD,309,,
622B6646-95C7-4E3E-8E16-A65F01132046,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,324E2C96-1192-4350-91F0-A65F0110995B,26181,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
4CF360CD-B8A5-4EEB-BFBD-A66100DC2DEE,B061FCD3-6DF9-404B-B403-371E78D163F0,20E5222B-DDB2-4D5D-980C-64BBB260BD86,001608,,
BD20B222-E982-4BD1-AC79-A66100FA8A80,C31FBD00-820C-40F2-878B-A4BB008E79A6,AEB58862-FFE7-4172-B01E-A5FE0093C3C8,103626,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
02D01BE7-226B-443F-83C1-A66700DF5F69,66ECC944-409D-4D9B-B401-D8DA3E6C9BD9,4893D8B9-3D2A-43D5-A12E-A5D300CBBB07,27,,
88F46A6F-45E5-4E8E-8F2D-A66A011E2A57,774383F1-DAC5-434E-9A02-AA1373E3C544,6E358C80-E274-42BE-BE1F-A60300FFD450,3943,,
53138723-8299-473B-BF5F-A66A011E2A66,774383F1-DAC5-434E-9A02-AA1373E3C544,2CA42044-27EF-436F-86F2-A5E800999ABF,50,,
FC508E1D-9585-4EAF-AE0C-A66A011E2A75,774383F1-DAC5-434E-9A02-AA1373E3C544,FC43B928-90EF-4512-82A2-A5E80098F704,73,,
595EE8C2-1988-4D3D-A628-A66A011E2A86,774383F1-DAC5-434E-9A02-AA1373E3C544,6F60B6E8-0990-4604-ADD6-A5E8009BE54D,620,,
A2652D98-A91C-473C-A810-A66A011E2A98,774383F1-DAC5-434E-9A02-AA1373E3C544,FC43B928-90EF-4512-82A2-A5E80098F704,92,,
17CA5CC3-2EE5-4736-AB4E-A66A011E2AAB,774383F1-DAC5-434E-9A02-AA1373E3C544,FC43B928-90EF-4512-82A2-A5E80098F704,94,,
42E60B25-0F99-4F8E-A76B-A66A01213B95,113BC880-BEAA-402E-95A5-A33F00A5C36F,5A68DD56-12D1-4B87-A568-A66800F43F33,1494,,
D3A605E3-B8B5-4B93-B3AC-A66A015060BD,95AE3C0E-D7DC-411E-B778-786EE9CD022C,89CFDF70-3CAB-4AC9-AEA7-A8C0031F819E,0124,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
4F9F5204-7B76-4AA6-BDCA-A66D0109D652,CF94BF35-2741-483A-A56F-A66A0126A2BE,63D04774-0430-45F8-B688-A66D0107FE58,002126,,
B25A201A-8161-4108-817F-A66D0109D661,CF94BF35-2741-483A-A56F-A66A0126A2BE,1795F8C9-2A00-4D38-A1D2-A66D01045033,001298,,
31E6BD18-4195-44DC-B5BA-A66D0109D66F,CF94BF35-2741-483A-A56F-A66A0126A2BE,12BADF1B-D5C7-4E9B-9D96-A66D01084DC5,001769,,
D569DDC3-7966-4221-A37F-A66D0109D67D,CF94BF35-2741-483A-A56F-A66A0126A2BE,7E959C55-4D21-42D3-ADD9-A66D0104F9F2,002588,,
8BD5A54D-6193-48FD-9139-A66D0109D68C,CF94BF35-2741-483A-A56F-A66A0126A2BE,094C0F6F-4C42-4ED0-9CF7-A66D0104B901,002594,,
6F73866B-7B24-4470-80CC-A66D0109D69A,CF94BF35-2741-483A-A56F-A66A0126A2BE,5C35469B-E187-43A9-957C-A66D010885B2,001775,,
1CB9A77E-EB4F-4421-B310-A66D0109D6A8,CF94BF35-2741-483A-A56F-A66A0126A2BE,63D04774-0430-45F8-B688-A66D0107FE58,003946,,
F1B37E97-6F8C-462F-96D1-A66D0109D6B7,CF94BF35-2741-483A-A56F-A66A0126A2BE,63D04774-0430-45F8-B688-A66D0107FE58,003968,,
E4B99625-E078-405B-9811-A66D01239287,D486C1C5-74D7-44F0-9DF9-A54E00C4D81A,71CA2D09-1D5D-4F0E-9D36-A66D01117480,88,,
479C9CA8-BAE8-4062-B198-A66F00C04432,B894DF98-2154-4330-9CA5-A66E00E038AC,29C0A38C-00A1-4B9F-8C70-A7C20DCC6F54,01,,
03DB9B18-5023-4DFC-9E3F-A66F00C3E499,B894DF98-2154-4330-9CA5-A66E00E038AC,037981EC-C12A-4457-B5DF-F4BC0B99BFE9,06,,
859705D5-39A1-4650-9151-A67300AAE272,6D5981E4-AE38-4128-BC77-A42000B6F3A7,BBC5ED8A-7FD2-49A0-AAD7-A67300AA86BA,004176,,
084BFE46-9233-4BD0-9789-A6730122FE26,3E9EC2DF-E189-4C64-9B58-DB3355B47451,265C1AED-7325-4CF0-807E-A6730122D136,70488,,
6EC2879F-68BF-47DC-A4AD-A67800EC6AE1,7D1BF0D6-0361-4AB4-92CA-A460011352AB,A93A884F-09B3-4C6C-A5F8-A4C8010F92D2,16383,,
000AD1F1-A27C-4D73-96EB-A67800EE13CD,3E0F43C4-462B-49E9-9224-A5710121BF72,63D04774-0430-45F8-B688-A66D0107FE58,3774,,
BB3B46C4-B921-4E2E-9997-A67B0100BB38,F8E92DC1-1697-4310-BAEA-48C35E8F6C16,BA597DAF-02CF-496C-A9A0-A67B00FFFAB1,5991,,
AB281F01-E7BB-4627-A3F0-A67B0100BB45,F8E92DC1-1697-4310-BAEA-48C35E8F6C16,5EBF4D3F-3CA2-4F71-95DF-A67B01007344,2638,,
70491147-B982-4C86-92B6-A67B010BC56F,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,AC053178-9C19-424E-9A37-A67B010AE52D,107,,
D550CC05-BDA7-4F50-A292-A67B010BC5A0,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,DB8638E5-1AA2-4672-8A21-A5E800989211,106,,
0A8B0D72-8A1D-4207-8E3A-A67B010BCCAF,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,9B74BFAF-7A59-44B5-BC3A-A67B010A8705,108,,
EBBC9715-7CD9-4675-9F2D-A67B0111D370,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,E4E9678A-1F7B-4C8A-A2C8-A67B01097C59,1351,,
F7947FFF-AC16-46FE-835D-A67B0111D428,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,73CA841A-8582-42A2-A777-A5E800916039,1350,,
FA062603-6B56-4FB0-82E4-A67B0111D456,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,FC43B928-90EF-4512-82A2-A5E80098F704,1365,,
F02B0752-4058-4D58-9F47-A67B01129269,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,6F60B6E8-0990-4604-ADD6-A5E8009BE54D,521,,
638897A0-6DFE-4E1A-949A-A67B0112928F,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,34C4E3AA-0C80-4890-9DA5-A67B011168DE,837,,
63CA37FA-0C49-44C7-84EB-A67B011292A1,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,7F2C4BED-22D7-4501-BDAD-A67B01111E29,1416,,
48706BF3-39B9-44D7-AF9F-A67B011292C5,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,998A203E-8992-4988-984E-A5E80092B561,985,,
90BCB9E2-EC0E-4123-B004-A67B011292DA,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,BB9E6EEA-0958-4297-BF9C-A67B0109D6D5,980,,
ACAAC328-D39F-4F6E-82DA-A67B011292E9,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,CEF3A8B1-38C9-4D15-8254-A5E800922470,1731,,
0B5551C1-C2C1-4727-AA5D-A67B011292FB,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,CEF3A8B1-38C9-4D15-8254-A5E800922470,1004,,
8F4F98F1-3EEE-41FA-BC4E-A67B0112930A,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,998A203E-8992-4988-984E-A5E80092B561,2087,,
25BAC741-E700-4BA7-9825-A67B01129319,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,998A203E-8992-4988-984E-A5E80092B561,984,,
ADC7FBAC-D0C4-4151-9542-A67B01129398,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,998A203E-8992-4988-984E-A5E80092B561,986,,
F91DBA9B-6DFA-4949-94C6-A67B0112940A,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,73CA841A-8582-42A2-A777-A5E800916039,982,,
A9E7726D-932F-401A-B532-A67B01129427,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,4185E391-3763-4D1D-8180-A67B010E40CA,4463,,
0A4904CF-68B9-4584-B15F-A67B01129447,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,94EA375C-0E4D-41D6-9FAB-A67B010DD2C3,149,,
F265EF4B-712C-4FE8-B4E6-A67B01129458,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,94EA375C-0E4D-41D6-9FAB-A67B010DD2C3,148,,
6CC36682-66FA-4733-905D-A67B01129466,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,63D04774-0430-45F8-B688-A66D0107FE58,3774,,
6C9F38DB-A254-45D4-8151-A67B01129474,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,6E358C80-E274-42BE-BE1F-A60300FFD450,5162,,
409CA8BD-5346-48DA-A805-A67B01129484,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,FF6FA5C9-88CA-4F5D-B9F5-A6030101FF77,5503,,
C4A4C141-7D7B-4A4B-9E9E-A67B01129493,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,A829DB3F-06DB-4A63-9DBF-A67B01126C98,1998,,
A80ED95C-CA91-40A0-8D8B-A67B0115F440,7C14DAA2-448B-4E25-A4C7-A67B01152B74,E797C75F-8B28-4771-BC98-A67B011599C0,477102,,
C69435FA-615C-412B-943A-A67C00EDBB40,6BD2C76F-B380-4E40-864D-A35E010D457D,90E20BDA-905D-4D84-A9A7-A5CB0096A8AD,009686,,
626FDE6A-79CF-4D05-BFD4-A67C01010420,C31FBD00-820C-40F2-878B-A4BB008E79A6,A08D10A8-2A63-44E4-B378-A67C0100A401,103008,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
003B91C0-64F0-4F3B-809A-A67C01010436,C31FBD00-820C-40F2-878B-A4BB008E79A6,EC014724-EE66-49FC-BCE6-A5910116ECA6,14160,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
90F90A07-0352-40C3-B0A2-A67C01010445,C31FBD00-820C-40F2-878B-A4BB008E79A6,A08D10A8-2A63-44E4-B378-A67C0100A401,26222,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
C0FD2494-F600-4ED6-A070-A67C0101044E,C31FBD00-820C-40F2-878B-A4BB008E79A6,9D294EDA-81C8-4066-BCA7-A37600AF9005,45025,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
8246BDB1-9ECB-41E9-97C0-A67C01010458,C31FBD00-820C-40F2-878B-A4BB008E79A6,AEB58862-FFE7-4172-B01E-A5FE0093C3C8,55192,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
B69F6712-DA4A-4EF0-8F86-A682011161F5,D0F89618-D3C2-4A2C-A1C5-2264C6F6A38F,0A7758B6-FF50-4AB7-924C-A682011008A8,004109,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
2B10D23C-E633-4277-942B-A689010C31F3,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,2CA42044-27EF-436F-86F2-A5E800999ABF,597,,
2882BC67-754D-430D-B528-A68A01180642,CCD176A3-236D-46AE-B7C6-A31C00C888D6,18D30F56-4D5D-4500-AE0D-A68A011643A1,110049286,,
4065DEB0-6BBB-4B29-9415-A68A01180650,CCD176A3-236D-46AE-B7C6-A31C00C888D6,4BE94590-B185-43AD-8BE0-A68A0116DD85,111805805,,
A1B3FB34-9D27-4A84-B76E-A68A0120762D,895194ED-BAA1-420B-A59C-A68A01205696,ACA6BE14-7743-4597-B7B1-A68A011FD6AA,PILCN2173,,
43C0EB7E-0A2B-48F3-8F0D-A68A01207639,895194ED-BAA1-420B-A59C-A68A01205696,ACA6BE14-7743-4597-B7B1-A68A011FD6AA,PILCN2171,,
84F75182-91DE-4C51-91F0-A68A01207642,895194ED-BAA1-420B-A59C-A68A01205696,43F37644-3AAA-4565-BB11-A5C500BD81FD,CAIHP51BB,,
B613C8B7-1573-4C90-9E6E-A68A01207651,895194ED-BAA1-420B-A59C-A68A01205696,43F37644-3AAA-4565-BB11-A5C500BD81FD,CAIHP103AB,,
4035AB30-6444-454B-9935-A69000D7D226,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,D16284B0-8697-401C-93F8-A60201280CA0,25322,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
9225423E-0BEF-4053-A441-A69000F0A5B8,D0F89618-D3C2-4A2C-A1C5-2264C6F6A38F,41F57217-773E-482E-A6FB-A69000EC6A13,001644,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
1D84DD2D-941F-4CCD-87BB-A69100E98B4E,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,57EEE97F-79EF-42B0-AF9A-A69100E7EECF,109,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
65521BC9-26B2-4112-B337-A69100E98B60,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,6F60B6E8-0990-4604-ADD6-A5E8009BE54D,26547,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
4304F488-D15F-4C39-BE35-A69100E98B6E,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,FF6FA5C9-88CA-4F5D-B9F5-A6030101FF77,13370,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
79E0D464-8E4D-4BEF-BA41-A69100E98B7C,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,2AC03A40-D343-4D46-BDDA-A69100E85291,99285,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
C21F4990-7030-4589-94D8-A69100E98B8B,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,DE6D78DC-29D7-4F60-BCA2-A69100E8EEBE,20848,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
8CCB9E25-598D-4947-8D22-A69100E98B9A,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,A829DB3F-06DB-4A63-9DBF-A67B01126C98,21682,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
7DE5BC87-8DF6-4930-B820-A69100E98BA9,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,887B1A09-E31F-499D-BAEA-A5E800A772A0,24402,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
931230F2-D310-4423-9925-A69100E98BB7,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,32EA72B8-D5AC-47A6-92F5-A69100E94537,21551,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
AC9D8337-A9C3-46C2-B39F-A69100E98BC6,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,028418E8-008A-49DA-84E7-A66D010F9DB8,20906,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
37A542FC-16D1-40B7-8A0B-A6910127D2E4,D0F89618-D3C2-4A2C-A1C5-2264C6F6A38F,69B00F32-5BF0-4FFB-8948-A69101277CDF,001533,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
D704C47F-E057-4465-86B1-A69C009DB8AD,C31FBD00-820C-40F2-878B-A4BB008E79A6,B3180E30-F783-40BB-AD0A-A5E300D74846,1005173,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
4233D653-574B-4CF1-8D26-A69C009DB8BB,C31FBD00-820C-40F2-878B-A4BB008E79A6,AEB58862-FFE7-4172-B01E-A5FE0093C3C8,161510,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
39F8E994-7D6B-4510-8A41-A69C009DB8C9,C31FBD00-820C-40F2-878B-A4BB008E79A6,511E4A5F-D220-41C3-BD11-A5BB00EC90DC,13550,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
A3B40101-ACEF-439F-91C7-A69C009DB8D4,C31FBD00-820C-40F2-878B-A4BB008E79A6,9D294EDA-81C8-4066-BCA7-A37600AF9005,43977,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
7F9C3596-738C-4393-ADA3-A69C009DB8E1,C31FBD00-820C-40F2-878B-A4BB008E79A6,511E4A5F-D220-41C3-BD11-A5BB00EC90DC,77408,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
A227C475-2C6B-4650-8D21-A69C009DB8EF,C31FBD00-820C-40F2-878B-A4BB008E79A6,9D294EDA-81C8-4066-BCA7-A37600AF9005,9515,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
7AC23B1D-5A5A-4867-8B2E-A69C00AA5281,10DB06E8-EB02-4F8E-A1B0-A69900DB2FF8,29C0A38C-00A1-4B9F-8C70-A7C20DCC6F54,01,,
40551C95-507B-4841-956C-A69C00AACBDC,10DB06E8-EB02-4F8E-A1B0-A69900DB2FF8,037981EC-C12A-4457-B5DF-F4BC0B99BFE9,06,,
115F7AB3-64C8-44CD-B011-A69F00A5C236,4875F4D6-5C46-49DE-BCAB-A5E9010AE18F,1D42FBE5-2A86-454F-8743-A69F00A5AEE1,1393,,
2DFA57F1-6CFB-4A89-86A4-A6A400C2C93D,D0F89618-D3C2-4A2C-A1C5-2264C6F6A38F,1AF0504B-D8DA-4DF6-A9BF-A6A400BB42EE,002039,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
C06FE6D8-E195-4A87-B766-A6A400C2C94A,D0F89618-D3C2-4A2C-A1C5-2264C6F6A38F,54AFABE6-1554-438F-889F-A6A400C237E9,001506,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
A09634E0-9BA4-4313-8CE6-A6A4010F2382,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,D16284B0-8697-401C-93F8-A60201280CA0,25318,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
1236B4D8-AF56-428C-95B8-A6A4010F2393,2059CFC5-CA5E-49B8-B0A4-723BA2E775EB,1D42FBE5-2A86-454F-8743-A69F00A5AEE1,26700,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
19311699-B0F2-4A6F-A4A1-A6AD010E45E7,D0F89618-D3C2-4A2C-A1C5-2264C6F6A38F,A97B40F2-64C8-4351-9B99-E8C24AB68DB5,001516,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
991271B6-3BE5-4E2F-A4EB-A6B0011B9930,8A0941EB-5C2C-468A-A8E7-B5FFBD2CD6DC,4F9BBF3A-27DF-4840-8FD7-A6B0011B824C,012269,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
DA07A604-0D3D-4A7F-9DC9-A6B0011B993E,8A0941EB-5C2C-468A-A8E7-B5FFBD2CD6DC,4F9BBF3A-27DF-4840-8FD7-A6B0011B824C,007118,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,
3AAA9F98-11A0-488D-AC77-A6B900EF104A,3E9EC2DF-E189-4C64-9B58-DB3355B47451,3D4AA236-BE23-4BE0-B10A-A6B900DEA5C1,99765,,
DCBD0200-F56C-4D00-9D08-A6B900EF105B,3E9EC2DF-E189-4C64-9B58-DB3355B47451,3F4F0010-89A8-43F1-97BD-A6B900DEF832,98846,,
353E1A7F-838B-453F-B896-A6B900EF106A,3E9EC2DF-E189-4C64-9B58-DB3355B47451,1E657C78-EF38-44DD-84C6-A60400927BE9,5025,,
C66A708A-C458-49B2-A52E-A6B900EF1078,3E9EC2DF-E189-4C64-9B58-DB3355B47451,9A1B8B56-6D38-45AC-8573-A6040093E529,5012,,
306A2848-5824-41DA-A5B6-A6B900EF1088,3E9EC2DF-E189-4C64-9B58-DB3355B47451,9A1B8B56-6D38-45AC-8573-A6040093E529,5007,,
DF4EEACE-6180-4328-ACA1-A6B900EF1098,3E9EC2DF-E189-4C64-9B58-DB3355B47451,1F1F306E-F17E-4CA6-BCE4-A6B900DF409A,12004,,
3FF19A8D-FA03-4644-89ED-A6B900EF10A9,3E9EC2DF-E189-4C64-9B58-DB3355B47451,1F1F306E-F17E-4CA6-BCE4-A6B900DF409A,12003,,
ECBB7A04-4B8C-4C5F-A128-A6B900EF10BD,3E9EC2DF-E189-4C64-9B58-DB3355B47451,3D4AA236-BE23-4BE0-B10A-A6B900DEA5C1,99850,,
930E9E9C-1CA1-4CB5-A045-A6B900EF10CF,3E9EC2DF-E189-4C64-9B58-DB3355B47451,3F4F0010-89A8-43F1-97BD-A6B900DEF832,99217,,
69086D4D-3388-464B-98CD-A6B900EF10DD,3E9EC2DF-E189-4C64-9B58-DB3355B47451,6A8792A0-A1E0-4C51-AF22-A6B900DF999F,66925,,
9D0C38F3-95B3-4631-B238-A6B900EF10EC,3E9EC2DF-E189-4C64-9B58-DB3355B47451,1E657C78-EF38-44DD-84C6-A60400927BE9,3009,,
12750900-C89E-406D-A549-A6B900EF10FE,3E9EC2DF-E189-4C64-9B58-DB3355B47451,53C14DD4-D042-4F70-B397-A604009180DF,2017,,
079B3D50-0542-4337-A3F9-A6B900EF110F,3E9EC2DF-E189-4C64-9B58-DB3355B47451,53C14DD4-D042-4F70-B397-A604009180DF,2013,,
A46EDA06-0950-4A0F-9E25-A6B900EF111D,3E9EC2DF-E189-4C64-9B58-DB3355B47451,48F896AE-AF09-434D-BABA-A6B900DFDD58,1011,,
2B99404F-E975-450A-92D8-A6B900EF112C,3E9EC2DF-E189-4C64-9B58-DB3355B47451,F66B7CF6-BAB0-4E2C-83DB-A604008CB91C,13021,,
F33F7274-1A71-4BC5-BC08-A6B900EF1137,3E9EC2DF-E189-4C64-9B58-DB3355B47451,5866010E-2590-4879-8AA0-A60400939EC7,114,,
02E75490-7B71-47F3-8185-A6B900EF114F,3E9EC2DF-E189-4C64-9B58-DB3355B47451,7040134A-D846-4B14-B640-A6B900E057FB,98948,,
