Id,IdPosto,IdContador
B8C52B6F-8317-4B68-94B8-B0AF009D1C6F,D3FC958D-6348-4012-8853-0357B35D2283,73E683A1-E64E-49A8-AF57-B65750AF0C72
EBCE975F-FCF3-43E7-9D32-B0AF009D1C6F,2F278A05-2711-43BE-A8CC-6A12CB8B2133,73E683A1-E64E-49A8-AF57-B65750AF0C72
130C6A53-766C-4ECA-9E98-B0AF009D1C6F,A94EB478-1BCF-4A4E-9039-0748EC51BBE0,73E683A1-E64E-49A8-AF57-B65750AF0C72
