Descricao,Id
Administrador geral,836AA750-4E40-49E0-8D22-4DE577C6F5E2
Administrador,C6D603A4-F654-4009-AD28-C84599A2DBA3
Administrativo,57CFC564-4081-4F8B-AF4E-D223D0A66D6E
Frentista caixa,7FF03F62-DC2E-4BC1-9E3E-BB2E77C06F06
Frentista,210C6A17-AA17-4255-868E-9B6AE8E9D5D9
Gerente de pista,14EED2D4-FE97-4684-BC1A-0336EB846AC8
