Id,Idposto,Tipo,ModoOperacao,StatusWebService,DataConsulta,DataInicioContingencia,DataFimContingencia
48C23CDF-BEB8-4B52-8A7A-B0B900E03F76,6604EF36-5513-445C-86CF-A6F7C15CD5DE,NFE,NORMAL,NORMAL,2023-11-13 13:36:27.000,NULL,NULL
