PrecoEspecial,Diferenca,Fixo,Id,IdEntidade,IdProduto,IdServico
0,0,0,10,0,E43BBC31-26F5-4453-BC7C-A72F010A551B,CB35D328-3DAE-4800-B587-A6C9010E3C0E
0,0,0,8,0,DBB7ABDE-ADFC-476C-B75D-A636008C5539,ABE93E60-5CE4-4C84-860E-73E0F2A6F496
0,0,0,8,0,D18E5976-EE96-41D8-801C-A636008C5547,ABE93E60-5CE4-4C84-860E-73E0F2A6F496
0,0,0,11,0,C33EB0B1-F59C-47E4-ACF1-A88C01373676,65531AE7-1CBA-4DB0-8B5D-2012B00E79EC
0,0,0,11,0,B7105C06-C343-4794-A7D9-A88C01373683,65531AE7-1CBA-4DB0-8B5D-2012B00E79EC
0,0,0,20,0,FF3E8AE8-9B65-4168-B4B3-A5E9008F5DFC,27274CC5-6C17-4A3C-AB04-BD1574C10A41
0,0,0,20,0,A013B1A5-F3DA-40AB-83C8-A5E9008F5E13,27274CC5-6C17-4A3C-AB04-BD1574C10A41
0,0,0,20,0,0B48A96B-8C57-4B70-A894-A5E9008F5E21,27274CC5-6C17-4A3C-AB04-BD1574C10A41
0,0,0,10,0,49179936-B1A2-4EA2-BCDD-A72F010A5528,CB35D328-3DAE-4800-B587-A6C9010E3C0E
0,0,0,10,0,B6C2A18B-4722-4D11-A183-A72F010A5539,CB35D328-3DAE-4800-B587-A6C9010E3C0E
0,0,0,10,0,F3A3B669-336B-4C33-9E26-A73E01013E8E,6BF17A2B-889B-4FB7-A78A-A6CD0111528D
0,0,0,10,0,7FE8F1D3-E5C9-4600-97CF-A73E01013EA4,6BF17A2B-889B-4FB7-A78A-A6CD0111528D
0,0,0,10,0,5DF51CE4-025D-4077-AE10-A73E01013EB3,6BF17A2B-889B-4FB7-A78A-A6CD0111528D
0,0,0,10,0,F432B9AE-A64B-4820-A820-A73E01013EC3,6BF17A2B-889B-4FB7-A78A-A6CD0111528D
0,0,0,10,0,1E1572CE-8AEA-40C1-95BB-A73E01013ED3,6BF17A2B-889B-4FB7-A78A-A6CD0111528D
0,0,0,10,0,7CE397AA-74E6-4168-B7D6-A9E0014320AD,EB83E0CC-2DE5-4951-9A95-A3C6010C6310
0,0,0,10,0,600EEC6B-A35A-4CF2-8980-AF4B00C4EA6D,8986E5B2-EF2B-4AA5-97AA-AF0C016D7BD2
0,0,0,10,0,C384AB8D-DC64-4893-B1AC-AF4B00C4EA71,8986E5B2-EF2B-4AA5-97AA-AF0C016D7BD2
0,0,0,10,0,A79EC1FF-5F1F-4E18-BA1B-AF4B00C4EA76,8986E5B2-EF2B-4AA5-97AA-AF0C016D7BD2
0,0,0,10,0,6FD6942D-1D38-4865-8341-AF4B00C4EA7F,8986E5B2-EF2B-4AA5-97AA-AF0C016D7BD2
0,0,0,5,0,8B52E188-8032-49C6-8CCA-AF180148BE3F,BFF70EAE-0506-4584-998D-AF18011154A6
0,0,0,5,0,18B6A3E4-D2BC-4E07-9492-AF180148BE44,BFF70EAE-0506-4584-998D-AF18011154A6
0,0,0,5,0,4994712E-B415-4D34-885E-AF180148BE4D,BFF70EAE-0506-4584-998D-AF18011154A6
0,0,0,5,0,9DD962E6-968C-42DF-982E-AF180148BE52,BFF70EAE-0506-4584-998D-AF18011154A6
0,0,0,5,0,F227BAFA-4C39-4E95-A0CB-AF180148BE56,BFF70EAE-0506-4584-998D-AF18011154A6
0,0,0,10,0,63660989-B351-410C-9526-AF4B00C4EA7F,8986E5B2-EF2B-4AA5-97AA-AF0C016D7BD2
0,0,0,10,0,7C3C764A-39E4-439A-9F59-ACC400F3579F,F30845A1-745D-4B5C-8A87-A77CA3338BC6
0,0,0,10,0,558BD3A3-70E8-491F-9479-ACC400F357AD,F30845A1-745D-4B5C-8A87-A77CA3338BC6
0,0,0,10,0,54A47741-947A-419D-AF5E-ACC400F357B2,F30845A1-745D-4B5C-8A87-A77CA3338BC6
0,0,0,10,0,407907F7-357F-4C75-B6F7-ACC400F357B7,F30845A1-745D-4B5C-8A87-A77CA3338BC6
0,0,0,10,0,614C3773-60DD-4DA2-A610-ACC400F357C0,F30845A1-745D-4B5C-8A87-A77CA3338BC6
0,0,0,10,0,45C785D3-ADE2-4938-9213-AD8801052C2E,58C43759-636F-46FC-B585-AD8300EF203B
0,0,0,10,0,41583668-F017-475E-BBC9-AD8801052C38,58C43759-636F-46FC-B585-AD8300EF203B
0,0,0,10,0,D7F6B1CC-185E-434C-B949-AD8801052C41,58C43759-636F-46FC-B585-AD8300EF203B
0,0,0,5,0,8D87A8FB-AA65-4532-8A89-AD8F00DF2915,F586C847-DAD5-416E-9F8D-AD8F00DC7FFE
0,0,0,5,0,5A08000C-2047-403A-8C0C-AD8F00DF291E,F586C847-DAD5-416E-9F8D-AD8F00DC7FFE
0,0,0,5,0,52C6EB2D-B313-42E3-A0DE-AD8F00DF2923,F586C847-DAD5-416E-9F8D-AD8F00DC7FFE
0,0,0,5,0,9A49F442-5B8D-4C95-A90D-AD8F00DF2928,F586C847-DAD5-416E-9F8D-AD8F00DC7FFE
0,0,0,5,0,508D3E3E-D0BD-4737-B8A8-AD8F00DF2931,F586C847-DAD5-416E-9F8D-AD8F00DC7FFE
0,0,0,10,0,710FA736-D486-4CB2-9A82-AF4B00C5399E,759FA3C2-8E87-480B-80CB-AF0C016CF8D6
0,0,0,10,0,E8F1BE84-EEE3-4416-B9B6-A65100E3B55E,38A50399-BD53-4DDD-A58B-A6030156A675
0,0,0,10,0,AFAF7101-46E8-4A4B-8BF7-A65100E3B56A,38A50399-BD53-4DDD-A58B-A6030156A675
0,0,0,10,0,4589BE28-ACA9-4A82-8192-A65100E3B577,38A50399-BD53-4DDD-A58B-A6030156A675
0,0,0,10,0,EC25D9B5-60FB-4A9D-8636-AF4B00C539A3,759FA3C2-8E87-480B-80CB-AF0C016CF8D6
0,0,0,10,0,8605C3DC-B9A0-4915-B55F-AF4B00C539A8,759FA3C2-8E87-480B-80CB-AF0C016CF8D6
0,0,0,10,0,AA8CE7B3-A9FC-4265-A7E7-AF4B00C539B1,759FA3C2-8E87-480B-80CB-AF0C016CF8D6
0,0,0,10,0,9F50A167-ACE4-4571-B0DA-AF4B00C539B6,759FA3C2-8E87-480B-80CB-AF0C016CF8D6
0,0,0,5,0,47335261-447B-440A-8D78-AFC4007B7330,78E8873B-C9B7-44DE-953A-AD6D008B648E
0,0,0,5,0,00620421-3F19-4E40-B1DE-AFC4007B7335,78E8873B-C9B7-44DE-953A-AD6D008B648E
0,0,0,5,0,F453A96E-041D-47E9-A2D0-AFC4007B733A,78E8873B-C9B7-44DE-953A-AD6D008B648E
0,0,0,5,0,87C7D29D-D14D-40E0-B2FF-AFC4007B733E,78E8873B-C9B7-44DE-953A-AD6D008B648E
0,0,0,5,0,B15A9E55-9A1D-4832-A3DF-AFC4007B7343,78E8873B-C9B7-44DE-953A-AD6D008B648E
0,0,0,5,0,4AA95D17-527D-4A2F-AFCE-AFC4007B7348,78E8873B-C9B7-44DE-953A-AD6D008B648E
0,0,0,10,0,89AA4779-A805-452B-B8BD-AFD30117FD00,775A0B59-A318-4FB3-B8EF-AF0A00768D92
0,0,0,10,0,4A2E2D04-7076-4FD6-B972-AFD30117FD09,775A0B59-A318-4FB3-B8EF-AF0A00768D92
0,0,0,10,0,E6D0C1E4-F270-483C-AEE0-B07000CAF208,22A02693-5A5C-495E-8774-AFF200B9E8DF
0,0,0,10,0,6FDAE008-6605-438A-80E1-B07000CAF20D,22A02693-5A5C-495E-8774-AFF200B9E8DF
0,0,0,5,0,F9CD01B4-A564-46AE-AE33-B070008232D1,A1F4BBE4-AFF0-426E-9967-AFCC00A17CD9
0,0,0,5,0,9E50AAD4-2231-4A0A-8424-B070008232D6,A1F4BBE4-AFF0-426E-9967-AFCC00A17CD9
0,0,0,5,0,6030C6B1-19D9-44A6-982D-B09500A7915D,6AF275DB-FD3D-46A0-A0A9-A4BB00A97C36
0,0,0,5,0,DCF2F7F9-EC3D-456A-83D6-B132010FD998,93770875-9675-462E-AEE7-B0A601360056
0,0,0,5,0,992B2C0E-BCE0-45C9-AF3C-B0E900D4F9A8,9169056C-E130-4068-B8E9-B0E900D2C45A
0,0,0,5,0,9C7D1DEC-A7E8-4A8C-96D9-B111007FF63C,82CB926B-F174-4BB9-85A6-B0B500FD8E45
0,0,0,5,0,0A6A5ADA-7DE6-4838-8222-B1730124AEB6,25B9D158-89AB-4315-817F-B0310099662E
0,0,0,5,0,FB1B09B5-C363-4560-802F-B1730124AEBB,25B9D158-89AB-4315-817F-B0310099662E
0,0,0,5,0,069CCAB5-4EAE-4D1F-A3FE-B1730124AEBF,25B9D158-89AB-4315-817F-B0310099662E
0,0,0,5,0,7B12CCEA-FB8F-47FD-BDF0-B1730124AEC4,25B9D158-89AB-4315-817F-B0310099662E
0,0,0,5,0,15EFD135-8BFF-4E5D-B4A5-B1730124AEC9,25B9D158-89AB-4315-817F-B0310099662E
0,0,0,5,0,8D30BFB0-8EB0-448A-A781-B1730124AECE,25B9D158-89AB-4315-817F-B0310099662E
0,0,0,5,0,1584B6A3-42C0-4490-AD34-B0C800869B6C,1C651EAF-576B-4DF0-AFA3-A9CE015136C0
0,0,0,5,0,82EA5F68-4DB4-44D6-B7F0-B111007FF641,82CB926B-F174-4BB9-85A6-B0B500FD8E45
0,0,0,5,0,A31AFA99-2EE8-46F1-8F8E-B111007FF646,82CB926B-F174-4BB9-85A6-B0B500FD8E45
0,0,0,5,0,EA4CCEAE-C5CD-497E-9FDB-B111007FF646,82CB926B-F174-4BB9-85A6-B0B500FD8E45
0,0,0,5,0,6F6C85D9-495B-45B2-A4C8-B111007FF64A,82CB926B-F174-4BB9-85A6-B0B500FD8E45
0,0,0,5,0,F38ECAB8-742D-4B0D-981D-B111007FF64F,82CB926B-F174-4BB9-85A6-B0B500FD8E45
0,0,0,5,0,8C44D951-FAFA-45A9-B03C-B12C0083DE88,9C62B1D5-EF50-4E7D-A961-B12C008358DE
0,0,0,5,0,24B97F4F-C8B0-4157-93CB-B12C0088EEAD,869E7284-E894-49C9-96A6-B12C0088CB5D
0,0,0,10,0,363AADEB-C40B-425C-990A-B13700F22B13,8A6DC0E4-6639-4070-862C-ABB200FEE83B
0,0,0,10,0,611F97F0-FB0B-4F66-9ABC-B13700F22B18,8A6DC0E4-6639-4070-862C-ABB200FEE83B
0,0,0,10,0,5F75DC96-95AA-45A9-A294-B13700F22B1C,8A6DC0E4-6639-4070-862C-ABB200FEE83B
0,0,0,10,0,E31EF584-6C38-4C07-B5AB-B13700F22B1C,8A6DC0E4-6639-4070-862C-ABB200FEE83B
0,0,0,10,0,94C13515-E247-4650-B47F-B13700F22B21,8A6DC0E4-6639-4070-862C-ABB200FEE83B
0,0,0,10,0,CF66DEE2-F32B-4EAF-ACD4-B13700F22B26,8A6DC0E4-6639-4070-862C-ABB200FEE83B
0,0,0,3,0,847F4A6B-B765-41B4-92D8-B17800DD943E,8138956D-9030-463B-8E2E-B12300BC37CE
0,0,0,3,0,2A11776E-3703-425B-8983-B17800DD9443,8138956D-9030-463B-8E2E-B12300BC37CE
0,0,0,10,0,D417592B-71AA-437A-867A-AF4B00C539AD,759FA3C2-8E87-480B-80CB-AF0C016CF8D6
0,0,0,5,0,DB9FD417-D587-45D2-A1C2-AFC40121BE72,119837DF-DFEC-4AEE-9407-AC0100E6DC02
0,0,0,5,0,508FC370-8226-4333-B59B-AFC40121BE72,119837DF-DFEC-4AEE-9407-AC0100E6DC02
